"FPR","k","maxN"
0.07926,"4",102
0.07942,"4",103
0.0795,"4",104
0.07968,"4",105
0.07982,"4",106
0.07998,"4",107
0.08024,"4",108
0.0804,"4",109
0.08058,"4",110
0.0807,"4",111
0.08084,"4",112
0.08092,"4",113
0.08104,"4",114
0.08124,"4",115
0.08136,"4",116
0.08148,"4",117
0.08156,"4",118
0.08166,"4",119
0.0819,"4",120
0.08202,"4",121
0.08208,"4",122
0.08234,"4",123
0.0825,"4",124
0.08266,"4",125
0.0828,"4",126
0.08288,"4",127
0.08304,"4",128
0.08322,"4",129
0.08334,"4",130
0.08352,"4",131
0.08362,"4",132
0.0837,"4",133
0.0838,"4",134
0.08388,"4",135
0.08404,"4",136
0.0842,"4",137
0.08432,"4",138
0.08446,"4",139
0.08454,"4",140
0.08462,"4",141
0.08478,"4",142
0.08482,"4",143
0.08486,"4",144
0.08488,"4",145
0.085,"4",146
0.0851,"4",147
0.08526,"4",148
0.08536,"4",149
0.08548,"4",150
0.08562,"4",151
0.08574,"4",152
0.0858,"4",153
0.08584,"4",154
0.08586,"4",155
0.086,"4",156
0.08612,"4",157
0.08614,"4",158
0.08622,"4",159
0.08634,"4",160
0.08644,"4",161
0.0866,"4",162
0.0867,"4",163
0.08676,"4",164
0.0868,"4",165
0.08686,"4",166
0.08692,"4",167
0.087,"4",168
0.08706,"4",169
0.0871,"4",170
0.08716,"4",171
0.08726,"4",172
0.08728,"4",173
0.08744,"4",174
0.0875,"4",175
0.0876,"4",176
0.08764,"4",177
0.08774,"4",178
0.08792,"4",179
0.088,"4",180
0.08808,"4",181
0.08818,"4",182
0.08828,"4",183
0.08836,"4",184
0.08846,"4",185
0.08852,"4",186
0.0886,"4",187
0.08864,"4",188
0.08864,"4",189
0.08866,"4",190
0.08874,"4",191
0.0888,"4",192
0.08896,"4",193
0.089,"4",194
0.0891,"4",195
0.08914,"4",196
0.08918,"4",197
0.08922,"4",198
0.08928,"4",199
0.08934,"4",200
0.01156,"6",12
0.0147,"6",13
0.01732,"6",14
0.01918,"6",15
0.02114,"6",16
0.02286,"6",17
0.0242,"6",18
0.02564,"6",19
0.02726,"6",20
0.02842,"6",21
0.02942,"6",22
0.0305,"6",23
0.03162,"6",24
0.03264,"6",25
0.03348,"6",26
0.03448,"6",27
0.0352,"6",28
0.03604,"6",29
0.03658,"6",30
0.03706,"6",31
0.03768,"6",32
0.03804,"6",33
0.03844,"6",34
0.03898,"6",35
0.0395,"6",36
0.0401,"6",37
0.04052,"6",38
0.04102,"6",39
0.04146,"6",40
0.04206,"6",41
0.04254,"6",42
0.04288,"6",43
0.04324,"6",44
0.04366,"6",45
0.04394,"6",46
0.04442,"6",47
0.0448,"6",48
0.0452,"6",49
0.04554,"6",50
0.0458,"6",51
0.04612,"6",52
0.04632,"6",53
0.04654,"6",54
0.04684,"6",55
0.04714,"6",56
0.0474,"6",57
0.0476,"6",58
0.04784,"6",59
0.04806,"6",60
0.04828,"6",61
0.04846,"6",62
0.04866,"6",63
0.04882,"6",64
0.04896,"6",65
0.04914,"6",66
0.0493,"6",67
0.04946,"6",68
0.04968,"6",69
0.04978,"6",70
0.04996,"6",71
0.0501,"6",72
0.05026,"6",73
0.05034,"6",74
0.05042,"6",75
0.0506,"6",76
0.05084,"6",77
0.05096,"6",78
0.05112,"6",79
0.05134,"6",80
0.05158,"6",81
0.0517,"6",82
0.05192,"6",83
0.05206,"6",84
0.05216,"6",85
0.0523,"6",86
0.0524,"6",87
0.05256,"6",88
0.05272,"6",89
0.0528,"6",90
0.05286,"6",91
0.05304,"6",92
0.05312,"6",93
0.05314,"6",94
0.05326,"6",95
