"Decision","N","SD_ymax","SD_ymin","outcome","D"
96.8933333333333,14.7047333333333,19.4539355039061,9.95553116276061,"Stop for H1 OR H0",1
98.12,14.1970666666667,18.4195880352334,9.97454529809992,"Stop for H1 OR H0",1.05
98.7333333333333,13.7757333333333,17.4945807960094,10.0568858706573,"Stop for H1 OR H0",1.1
99.1733333333333,13.4828,16.867757117746,10.097842882254,"Stop for H1 OR H0",1.15
99.5466666666667,13.1773333333333,16.075961691479,10.2787049751877,"Stop for H1 OR H0",1.2
99.6933333333333,12.9732666666667,15.5926958836623,10.353837449671,"Stop for H1 OR H0",1.25
99.8133333333333,12.7488666666667,14.9737551412058,10.5239781921275,"Stop for H1 OR H0",1.3
99.9133333333333,12.6141333333333,14.6070637637136,10.6212029029531,"Stop for H1 OR H0",1.35
99.9733333333333,12.4482666666667,14.060851659025,10.8356816743083,"Stop for H1 OR H0",1.4
99.9666666666667,12.3633333333333,13.7773072287904,10.9493594378763,"Stop for H1 OR H0",1.45
99.9933333333333,12.2738666666667,13.483285767665,11.0644475656683,"Stop for H1 OR H0",1.5
