"Decision","N","SD_ymax","SD_ymin","outcome","D"
2.91333333333333,14.0454,15.3719454464591,12.7188545535409,"Stop for H1",0
4.02,14.1504666666667,15.4320032201646,12.8689301131687,"Stop for H1",0.05
5.28,14.2428666666667,15.4802231980005,13.0055101353328,"Stop for H1",0.1
6.36,14.3176,15.5130464352193,13.1221535647807,"Stop for H1",0.15
8.60666666666667,14.3616666666667,15.5242015355532,13.1991317977802,"Stop for H1",0.2
10.4933333333333,14.4121333333333,15.5398290201477,13.284437646519,"Stop for H1",0.25
12.82,14.4255333333333,15.5467254906726,13.304341175994,"Stop for H1",0.3
15.9666666666667,14.4100666666667,15.5414363360103,13.278696997323,"Stop for H1",0.35
19.1733333333333,14.3634666666667,15.5314776250323,13.1954557083011,"Stop for H1",0.4
22.76,14.3328666666667,15.5193012233754,13.1464321099579,"Stop for H1",0.45
27.5866666666667,14.2376666666667,15.4777541945025,12.9975791388308,"Stop for H1",0.5
30.82,14.1921333333333,15.4587791961031,12.9254874705636,"Stop for H1",0.55
36.2333333333333,14.081,15.3945780775517,12.7674219224483,"Stop for H1",0.6
40.6333333333333,13.9771333333333,15.3263794734298,12.6278871932368,"Stop for H1",0.65
45.9,13.8472666666667,15.2361515175323,12.458381815801,"Stop for H1",0.7
50.8533333333333,13.7264666666667,15.1338915865881,12.3190417467452,"Stop for H1",0.75
55.9733333333333,13.5938,15.014270371299,12.173329628701,"Stop for H1",0.8
61.4,13.4428666666667,14.8615761617117,12.0241571716216,"Stop for H1",0.85
65.52,13.3186,14.7273913328576,11.9098086671424,"Stop for H1",0.9
70.7466666666667,13.1612666666667,14.5411410567632,11.7813922765701,"Stop for H1",0.95
74.8933333333333,13.0349333333333,14.376064536615,11.6938021300516,"Stop for H1",1
78.9333333333333,12.8995333333333,14.1906636843802,11.6084029822865,"Stop for H1",1.05
82.5,12.7892666666667,14.0258318294391,11.5527015038943,"Stop for H1",1.1
85.14,12.6781333333333,13.848016414664,11.5082502520026,"Stop for H1",1.15
87.82,12.5861333333333,13.6933202069341,11.4789464597326,"Stop for H1",1.2
89.9133333333333,12.502,13.541391499378,11.462608500622,"Stop for H1",1.25
92.2133333333333,12.4101333333333,13.3601425350718,11.4601241315949,"Stop for H1",1.3
93.74,12.3491333333333,13.2356762329024,11.4625904337642,"Stop for H1",1.35
95.36,12.2766,13.0709138562937,11.4822861437063,"Stop for H1",1.4
96.26,12.2316,12.9579584604777,11.5052415395223,"Stop for H1",1.45
97.1866666666667,12.1798,12.8205542412916,11.5390457587084,"Stop for H1",1.5
37.1133333333333,14.0454,15.3719454464591,12.7188545535409,"Stop for H0",0
31.84,14.1504666666667,15.4320032201646,12.8689301131687,"Stop for H0",0.05
26.94,14.2428666666667,15.4802231980005,13.0055101353328,"Stop for H0",0.1
22.8333333333333,14.3176,15.5130464352193,13.1221535647807,"Stop for H0",0.15
19.1933333333333,14.3616666666667,15.5242015355532,13.1991317977802,"Stop for H0",0.2
15.5266666666667,14.4121333333333,15.5398290201477,13.284437646519,"Stop for H0",0.25
12.2666666666667,14.4255333333333,15.5467254906726,13.304341175994,"Stop for H0",0.3
9.88666666666667,14.4100666666667,15.5414363360103,13.278696997323,"Stop for H0",0.35
8.2,14.3634666666667,15.5314776250323,13.1954557083011,"Stop for H0",0.4
6.12666666666667,14.3328666666667,15.5193012233754,13.1464321099579,"Stop for H0",0.45
4.86,14.2376666666667,15.4777541945025,12.9975791388308,"Stop for H0",0.5
3.66,14.1921333333333,15.4587791961031,12.9254874705636,"Stop for H0",0.55
2.66,14.081,15.3945780775517,12.7674219224483,"Stop for H0",0.6
1.96666666666667,13.9771333333333,15.3263794734298,12.6278871932368,"Stop for H0",0.65
1.32666666666667,13.8472666666667,15.2361515175323,12.458381815801,"Stop for H0",0.7
0.966666666666667,13.7264666666667,15.1338915865881,12.3190417467452,"Stop for H0",0.75
0.62,13.5938,15.014270371299,12.173329628701,"Stop for H0",0.8
0.446666666666667,13.4428666666667,14.8615761617117,12.0241571716216,"Stop for H0",0.85
0.406666666666667,13.3186,14.7273913328576,11.9098086671424,"Stop for H0",0.9
0.213333333333333,13.1612666666667,14.5411410567632,11.7813922765701,"Stop for H0",0.95
0.12,13.0349333333333,14.376064536615,11.6938021300516,"Stop for H0",1
0.12,12.8995333333333,14.1906636843802,11.6084029822865,"Stop for H0",1.05
0.0266666666666667,12.7892666666667,14.0258318294391,11.5527015038943,"Stop for H0",1.1
0.02,12.6781333333333,13.848016414664,11.5082502520026,"Stop for H0",1.15
0.0266666666666667,12.5861333333333,13.6933202069341,11.4789464597326,"Stop for H0",1.2
0.00666666666666667,12.502,13.541391499378,11.462608500622,"Stop for H0",1.25
0.02,12.4101333333333,13.3601425350718,11.4601241315949,"Stop for H0",1.3
0.00666666666666667,12.3491333333333,13.2356762329024,11.4625904337642,"Stop for H0",1.35
0.00666666666666667,12.2766,13.0709138562937,11.4822861437063,"Stop for H0",1.4
0,12.2316,12.9579584604777,11.5052415395223,"Stop for H0",1.45
0,12.1798,12.8205542412916,11.5390457587084,"Stop for H0",1.5
40.0266666666667,14.0454,15.3719454464591,12.7188545535409,"Stop for H1 OR H0",0
35.86,14.1504666666667,15.4320032201646,12.8689301131687,"Stop for H1 OR H0",0.05
32.22,14.2428666666667,15.4802231980005,13.0055101353328,"Stop for H1 OR H0",0.1
29.1933333333333,14.3176,15.5130464352193,13.1221535647807,"Stop for H1 OR H0",0.15
