"Decision","N","SD_ymax","SD_ymin","outcome","D"
80.12,14.7916666666667,18.1257839878542,11.4575493454791,"Stop for H1 OR H0",0.65
84.7466666666667,14.3357333333333,17.4865763395248,11.1848903271419,"Stop for H1 OR H0",0.7
89,13.8748666666667,16.789091748813,10.9606415845203,"Stop for H1 OR H0",0.75
92.2066666666667,13.5154666666667,16.1691616231409,10.8617717101924,"Stop for H1 OR H0",0.8
94.9133333333333,13.1793333333333,15.5265459034568,10.8321207632099,"Stop for H1 OR H0",0.85
96.5666666666667,12.9129333333333,14.9860081602924,10.8398585063742,"Stop for H1 OR H0",0.9
97.6533333333333,12.6929333333333,14.5037697894498,10.8820968772169,"Stop for H1 OR H0",0.95
98.5866666666667,12.5079333333333,14.0439762008129,10.9718904658537,"Stop for H1 OR H0",1
99.26,12.37,13.6446273880362,11.0953726119638,"Stop for H1 OR H0",1.05
99.5533333333333,12.2617333333333,13.3162331168998,11.2072335497668,"Stop for H1 OR H0",1.1
99.7866666666667,12.1784,13.0171810661381,11.3396189338619,"Stop for H1 OR H0",1.15
99.9066666666667,12.1307333333333,12.8336380688606,11.427828597806,"Stop for H1 OR H0",1.2
99.94,12.0836666666667,12.6380615732718,11.5292717600615,"Stop for H1 OR H0",1.25
99.94,12.0540666666667,12.4912808086718,11.6168525246615,"Stop for H1 OR H0",1.3
99.9933333333333,12.0353333333333,12.3707321830354,11.6999344836313,"Stop for H1 OR H0",1.35
100,12.0206,12.2620805599989,11.7791194400011,"Stop for H1 OR H0",1.4
100,12.0154666666667,12.2175314357391,11.8134018975943,"Stop for H1 OR H0",1.45
100,12.0100666666667,12.1661658446031,11.8539674887302,"Stop for H1 OR H0",1.5
